80; Ruthild; Preiß; Vertrieb; 3
81; Albin; Schaaf; HR; 4
82; Ellinor; Gieß; HR; 2
83; Evamaria; Holt; Buchhaltung; 2
84; Rebecca; Bender; Vertrieb; 3
85; Mike; Hartung; Produktion; 7
86; Lidwina; Schottin; HR; 3
87; Karl-Heinz; Berger; Entwicklung; 4
88; Karl-Josef; Hölzenbecher; HR; 3
89; Luzia; Binner; Entwicklung; 4
90; Lucia; Kuhl; Vertrieb; 2
91; Slawomir; Hoffmann; Produktion; 5
92; Ulrich; Schüler; Produktion; 1
93; Natascha; Radisch; Consulting; 2
94; Hildegund; Kambs; Consulting; 2
95; Minna; Klemt; Produktion; 1
96; Eitel; Mangold; Buchhaltung; 5
97; Kai-Uwe; Förster; Consulting; 3
98; Herlinde; Dörr; Buchhaltung; 1
99; Sabrina; Dussen van; Produktion; 5
100; Richard; Geisel; HR; 3
101; Frank; Hövel; Buchhaltung; 4
102; Wolf-Dieter; Heinz; Consulting; 2
103; Svea; Trupp; Consulting; 3
104; Anna-Luise; Seip; Entwicklung; 4
105; Anneke; Gnatz; Produktion; 4
106; Genoveva; Zahn; Produktion; 5
107; Mariechen; Paffrath; Vertrieb; 3
108; Anica; Nerger; HR; 4
109; Annett; Binner; HR; 4
110; Astrid; Davids; Consulting; 1
111; Christian; Biggen; Vertrieb; 4
112; Marika; Schenk; Buchhaltung; 3
113; Rainer; Weimer; Buchhaltung; 4
114; Olaf; Bähr; Entwicklung; 3
115; Brunhild; Faust; Buchhaltung; 1
116; Albert; Birnbaum; HR; 5
117; Maria; Stiffel; Consulting; 7
118; Hugo; Kusch; Consulting; 6
119; Anett; Seidel; Produktion; 1
120; Silvia; Hertrampf; Buchhaltung; 5
121; Deborah; Hauffer; Consulting; 3
122; Guido; Wulf; HR; 6
123; Jaroslaw; Mälzer; Produktion; 2
124; Baptist; Krebs; Vertrieb; 6
125; Alexandros; Mülichen; HR; 1
126; Laura; Krein; Entwicklung; 4
127; Lidia; Beier; Consulting; 2
128; Axel; Weiß; HR; 4
129; Susi; Wende; Entwicklung; 5
130; Bärbel; Döhn; HR; 3
131; Vitali; Sorgatz; Entwicklung; 6
132; Hans; Jacob; Consulting; 4
133; Janko; Lindau; Produktion; 4
134; Freddy; Wernecke; Buchhaltung; 4
135; Liane; Mühle; Buchhaltung; 4
136; Selma; Heß; Buchhaltung; 3
137; Edgar; Weller; Vertrieb; 4
138; Danuta; Liebelt; Produktion; 2
139; Adina; Austermühle; Produktion; 3
140; Angelica; Dörschner; HR; 3
141; Leonardo; Kade; Consulting; 3
142; Bogdan; Biggen; Entwicklung; 1
143; Alexa; Gude; Buchhaltung; 3
144; Heinz-Werner; Hermann; Produktion; 4
145; Ole; Ernst; Consulting; 4
146; Andrea; Hölzenbecher; Vertrieb; 6
147; Mareen; Stroh; Produktion; 3
148; Sylvester; Renner; Buchhaltung; 2
149; Lia; Preiß; Buchhaltung; 5
150; Branka; Scheuermann; Vertrieb; 2
151; Elly; Tintzmann; Buchhaltung; 3
152; Jochen; Kallert; Consulting; 3
153; Josip; Hornig; Buchhaltung; 3
154; Martine; Niemeier; Entwicklung; 6
155; Metin; Mohaupt; Buchhaltung; 5
156; Anna-Marie; Dussen van; Vertrieb; 1
157; Svetlana; Pohl; Produktion; 6
158; Gereon; Reising; Produktion; 3
159; Viktor; Schleich; Produktion; 5
160; Silvia; Scholtz; Produktion; 4
161; Guiseppe; Finke; Produktion; 4
162; Hansjörg; Dussen van; Consulting; 3
163; Karla; Thies; Consulting; 3
164; Virginia; Hermann; Produktion; 4
165; Diane; Buchholz; Consulting; 5
166; Irmingard; Pechel; Vertrieb; 5
167; Margot; Gertz; Buchhaltung; 4
168; Hedi; Walter; Vertrieb; 5
169; Luzia; Holsten; HR; 5
170; Gertraut; Barkholz; Produktion; 5
171; Ingetraut; Hornig; Vertrieb; 4
172; Mathias; Bähr; Entwicklung; 4
173; Ismail; Gertz; Buchhaltung; 7
174; Minna; Seidel; Produktion; 1
175; Abbas; Faust; Produktion; 3
176; Gerda; Klemm; Entwicklung; 3
177; Till; Schomber; HR; 3
178; Tom; Scholtz; HR; 3
179; Robby; Hering; HR; 3
180; Jozef; Meister; Produktion; 2
181; Norman; Hettner; Consulting; 5
182; Stefan; Ziegert; Consulting; 3
183; Ismet; Scholz; Produktion; 4
184; Gudrun; Textor; Consulting; 3
185; Waldtraut; Schulz; Consulting; 4
186; Thorben; Martin; Entwicklung; 1
187; Imre; Bachmann; Produktion; 5
188; Undine; Trupp; Produktion; 1
189; Winfried; Kranz; Produktion; 7
190; Jörn; Jähn; Buchhaltung; 4
191; Raisa; Krause; Vertrieb; 4
192; Evelin; Eberth; Produktion; 4
193; Frank; Gertz; Produktion; 1
194; Stavros; Schleich; Vertrieb; 6
195; Jochen; Preiß; HR; 3
196; Franz; Beer; HR; 1
197; Maxim; Mangold; Produktion; 1
198; Luisa; Otto; HR; 10
199; Karina; Schacht; Produktion; 2
200; Claudio; Warmer; HR; 1
201; Siegbert; Thanel; Produktion; 3
202; Cathleen; Ring; Vertrieb; 1
203; Thekla; Weitzel; HR; 8
204; Celal; Keudel; Produktion; 3
205; Sergei; Säuberlich; Vertrieb; 3
206; Mareen; Mosemann; Vertrieb; 7
207; Gabriella; Rose; Vertrieb; 4
208; Constanze; Lange; Produktion; 1
209; Tadeusz; Karge; HR; 2
210; Wulf; Lachmann; Vertrieb; 3
211; Constanze; Stadelmann; Produktion; 1
212; Emil; Scholz; Consulting; 3
213; Friedemann; Hofmann; Vertrieb; 1
214; Arnfried; Jockel; Vertrieb; 1
215; Vera; Kaul; Produktion; 5
216; Björn; Gotthard; Vertrieb; 3
217; Yilmaz; Mühle; HR; 5
218; Alan; Eimer; HR; 3
219; Cathrin; Klotz; HR; 2
220; Ivana; Zänker; Vertrieb; 2
221; Ana; Dussen van; Buchhaltung; 7
222; Erna; Birnbaum; Vertrieb; 3
223; Waldtraut; Kabus; Vertrieb; 4
224; Alfons; Weitzel; Vertrieb; 4
225; Ester; Dörschner; Produktion; 1
226; Cordula; Hornich; Vertrieb; 2
227; Margitta; Jopich; Produktion; 4
228; Rico; Kambs; HR; 5
229; Steffi; Aumann; HR; 3
230; Emmerich; Bähr; Consulting; 2
231; Ahmed; Beer; Buchhaltung; 4
232; Necati; Gumprich; Consulting; 3
233; Claudio; Adolph; Vertrieb; 4
234; Corina; Haering; Vertrieb; 5
235; Irmgard; Kade; Produktion; 4
236; Constance; Wirth; HR; 4
237; Leonie; Walter; HR; 1
238; Ivanka; Steinberg; Consulting; 3
239; Jaroslaw; Christoph; Produktion; 3
240; Hannah; Hettner; Vertrieb; 2
241; Anne-Kathrin; Jacobi Jäckel; Produktion; 4
242; Lydia; Pechel; HR; 1
243; Gundi; Warmer; HR; 1
244; Juliana; Kitzmann; Produktion; 5
245; Lars; Bohlander; Buchhaltung; 2
246; Jochen; Seifert; Consulting; 2
247; Winfried; Wulff; Vertrieb; 1
248; Sabrina; Mülichen; Buchhaltung; 3
249; Caren; Schmiedt; Consulting; 3
250; Frieda; Scheibe; HR; 4
251; Ottokar; Matthäi; Produktion; 4
252; Mehmet; Becker; Vertrieb; 2
253; Leonhard; Hofmann; Produktion; 4
254; Gudula; Rosemann; Vertrieb; 4
255; Miguel; Trupp; Buchhaltung; 3
256; Enrico; Barkholz; HR; 4
257; Detlef; Pruschke; HR; 5
258; Peer; Kraushaar; Vertrieb; 2
259; Raisa; Häring; HR; 3
260; Vitali; Pohl; Buchhaltung; 4
261; Melissa; Hiller; Buchhaltung; 4
262; Kay-Uwe; Langern; Produktion; 2
263; Yasemin; Löffler; HR; 6
264; Traute; Pärtzelt; Consulting; 4
265; Bertold; Hänel; Produktion; 2
266; Isabella; Barkholz; Consulting; 4
267; Barbara; Klemt; Produktion; 6
268; Recep; Stahr; Consulting; 1
269; Sina; Müller; Entwicklung; 5
270; Cynthia; Dörschner; HR; 1
271; Anatoli; Wernecke; HR; 6
272; Elsbeth; Schlosser; Produktion; 3
273; Ehrentraud; Kabus; Vertrieb; 3
274; Babett; Bolander; Produktion; 4
275; Gloria; Löchel; Produktion; 2
276; Claudius; Kabus; Produktion; 4
277; Luka; Käster; Produktion; 4
278; Arndt; Schottin; Buchhaltung; 2
279; Necati; Holt; Buchhaltung; 2
280; Serge; Oderwald; Consulting; 1
281; Radmila; Wagenknecht; Produktion; 4
282; Linda; Eimer; Entwicklung; 5
283; Dunja; Tschentscher; HR; 4
284; Mato; Oestrovsky; HR; 1
285; Aziz; Kreusel; Entwicklung; 4
286; Anatoli; Trubin; Consulting; 8
287; Sergio; Margraf; Entwicklung; 4
288; Jaroslaw; Kuhl; Produktion; 2
289; Reinhardt; Franke; Produktion; 2
290; Sylke; Cichorius; Vertrieb; 3
291; Mirella; Bauer; HR; 4
292; Vlado; Hesse; Vertrieb; 1
293; Alessandro; Ehlert; Vertrieb; 4
294; Engin; Davids; Buchhaltung; 2
295; Marko; Sager; Produktion; 3
296; Lara; Kostolzin; HR; 3
297; Laura; Scholtz; Produktion; 4
298; Paul; Paffrath; Entwicklung; 3
299; Hanne; Wagenknecht; Produktion; 4
300; Mandy; Huhn; HR; 1
301; Sigrid; Langern; Entwicklung; 1
302; Kasimir; Adler; Entwicklung; 2
303; Gundi; Sontag; Entwicklung; 5
304; Reinhilde; Bärer; Produktion; 1
305; Amir; Heidrich; HR; 3
306; Helena; Heinz; HR; 4
307; Paola; Hänel; HR; 3
308; Carin; Anders; Vertrieb; 6
309; Wiebke; Klapp; Entwicklung; 1
310; Klaas; Ruppert; HR; 10
311; Lissi; Scheel; Vertrieb; 4
312; Fredy; Kroker; Buchhaltung; 3
313; Korinna; Peukert; Produktion; 1
314; Jozef; Scholz; Produktion; 4
315; Fredi; Martin; HR; 7
316; Olaf; Jähn; Produktion; 2
317; Donata; Scheel; Buchhaltung; 3
318; Olena; Bähr; Buchhaltung; 3
319; Ina; Schleich; Produktion; 1
320; Gernot; Bolzmann; Produktion; 6
321; Herrmann; Rörricht; Produktion; 6
322; Vanessa; Adolph; Vertrieb; 1
323; Elmar; Spieß; Consulting; 5
324; Sandra; Junken; HR; 3
325; Albin; Röhrdanz; Produktion; 4
326; Christof; Hauffer; Consulting; 4
327; Irmtrud; Dobes; Vertrieb; 2
328; Evangelos; Sölzer; Produktion; 8
329; Theda; Oderwald; Buchhaltung; 2
330; Serpil; Zobel; HR; 3
331; Philomena; Wohlgemut; Vertrieb; 5
332; Ewa; Lachmann; Vertrieb; 2
333; Lotti; Kranz; Produktion; 3
334; Benedikt; Wagenknecht; Produktion; 4
335; Karl-Jürgen; Trub; Buchhaltung; 2
336; Michel; Eberhardt; Vertrieb; 2
337; Rolf-Dieter; Juncken; Buchhaltung; 1
338; Norman; Kambs; HR; 1
339; Engelbert; Beer; Entwicklung; 4
340; Susanne; Salz; Buchhaltung; 2
341; Maren; Wilms; HR; 2
342; Luigi; Henck; Produktion; 5
343; Robby; Bolander; HR; 4
344; Ria; Hübel; Entwicklung; 5
345; Janet; Meyer; Produktion; 1
346; Micha; Hornich; Produktion; 4
347; Samuel; Juncken; Produktion; 6
348; Claudio; Pruschke; Entwicklung; 6
349; Heinz-Gerd; Kroker; Produktion; 1
350; Hedy; Löffler; Vertrieb; 3
351; Ina; Wähner; Buchhaltung; 3
352; Verena; Jäntsch; Produktion; 5
353; Lukas; Hauffer; Produktion; 3
354; Ottmar; Junitz; HR; 4
355; Annaliese; Steckel; Vertrieb; 1
356; Andrei; Söding; HR; 1
357; Mirjana; Holt; Vertrieb; 1
358; Heidelore; Steckel; Produktion; 1
359; Luis; Sontag; HR; 3
360; Carola; Stey; Produktion; 1
361; Hassan; Gude; Produktion; 5
362; Johann; Möchlichen; Buchhaltung; 3
363; Bogdan; Jungfer; Produktion; 4
364; Janko; Kühnert; Buchhaltung; 4
365; Helene; Hering; HR; 5
366; Mandy; Hartmann; HR; 1
367; Sylvana; Scholz; Vertrieb; 4
368; Ernst-Dieter; Wagenknecht; HR; 2
369; Bruni; Fiebig; Entwicklung; 4
370; Eleonore; Thanel; HR; 2
371; Heinz-Günther; Steckel; Produktion; 6
372; Arno; Kühnert; Produktion; 1
373; Gerta; Schweitzer; Produktion; 4
374; Heidelinde; Albers; Produktion; 4
375; Berthold; Wohlgemut; HR; 4
376; Hans-Wolfgang; Renner; Produktion; 4
377; Bernhardine; Briemer; Vertrieb; 2
378; Melitta; Krein; Produktion; 4
379; August; Bähr; Vertrieb; 6
380; Timo; Bolzmann; Produktion; 1
381; Henny; Jäkel; Produktion; 1
382; Erhardt; Jüttner; Buchhaltung; 1
383; Immo; Reinhardt; Consulting; 3
384; Frank; Ziegert; Buchhaltung; 5
385; Josephine; Matthäi; Buchhaltung; 6
386; Luciano; Metz; Produktion; 4
387; Roland; Dippel; Produktion; 4
388; Ben; Fliegner; Produktion; 3
389; Nevenka; Gumprich; Entwicklung; 2
390; August; Kramer; Buchhaltung; 8
391; Hanne-Lore; Kallert; Buchhaltung; 6
392; Gereon; Schuster; Vertrieb; 4
393; Guenther; Beyer; HR; 1
394; Katerina; Schlosser; Buchhaltung; 4
395; Erika; Dussen van; Buchhaltung; 4
396; Wieslaw; Martin; HR; 4
397; Nadeschda; Dörr; Produktion; 4
398; Walther; Mühle; HR; 2
399; Nadine; Scheel; Entwicklung; 1
400; Kasimir; Lindner; Vertrieb; 3
401; Ernst-Otto; Hamann; Produktion; 1
402; Wencke; Etzold; Produktion; 7
403; Janos; Stumpf; Produktion; 6
404; Nadeshda; Spieß; Produktion; 4
405; Canan; Wieloch; Vertrieb; 1
406; Paulo; Dietz; HR; 4
407; Vincenzo; Trapp; Vertrieb; 3
408; Gülsen; Lorch; Entwicklung; 2
409; Orhan; Ditschlerin; Produktion; 10
410; Gretchen; Schleich; Vertrieb; 1
411; Eva-Maria; Schönland; Buchhaltung; 4
412; Lisette; Neureuther; Produktion; 2
413; Liselotte; Blümel; Produktion; 5
414; Julius; Mosemann; Produktion; 2
415; Liselotte; Grein Groth; Buchhaltung; 3
416; Margarethe; Knappe; Produktion; 3
417; Armin; Siering; Buchhaltung; 7
418; Sylwia; Ring; HR; 3
419; Rose-Marie; Weinhage; Produktion; 3
420; Rabea; Kambs; Vertrieb; 1
421; Arno; Misicher; HR; 7
422; Lidija; Jäkel; Entwicklung; 1
423; Antonius; Holzapfel; Produktion; 1
424; Helmuth; Carsten; Vertrieb; 1
425; Leonid; Sauer; Entwicklung; 7
426; Ingetraut; Etzler; Buchhaltung; 5
427; Torsten; Löchel; Produktion; 3
428; Johann; Hänel; Produktion; 3
429; Geraldine; Ritter; Buchhaltung; 4
430; Jörgen; Johann; Vertrieb; 1
431; Valentin; Heuser; HR; 3
432; Natalija; Lorch; Produktion; 4
433; Mandy; Eimer; Buchhaltung; 6
434; James; Dippel; Produktion; 1
435; Ottmar; Gieß; Vertrieb; 3
436; Susan; Hofmann; Produktion; 9
437; Rose; Stroh; Produktion; 4
438; Marlen; Ditschlerin; Produktion; 6
439; Lorenzo; Rogner; Produktion; 3
440; Wieland; Wiek; HR; 6
441; Margaret; Misicher; HR; 3
442; Andree; Pieper; Vertrieb; 3
443; Kenneth; Textor; Buchhaltung; 4
444; Sinaida; Schulz; Produktion; 2
445; Andrej; Ladeck; Produktion; 6
446; Gabriela; Mangold; HR; 3
447; Francesco; Kostolzin; Vertrieb; 4
448; Rouven; Kabus; Consulting; 4
449; Pamela; Rädel; Consulting; 3
450; Fred; Döhn; Produktion; 3
451; Kathrin; Finke; HR; 4
452; Rosel; Löwer; Entwicklung; 3
453; Giuseppe; Bien; Consulting; 4
454; Wendelin; Junken; Produktion; 3
455; Zoltan; Jäntsch; HR; 5
456; Imke; Rogge; Produktion; 6
457; Orhan; Pölitz; Produktion; 6
458; Salvatore; Cichorius; Buchhaltung; 1
459; Mustafa; Kroker; Vertrieb; 4
460; Annegret; Ritter; Entwicklung; 2
461; Ludmilla; Börner; Entwicklung; 2
462; Stephan; Käster; Produktion; 5
463; Karina; Bruder; Vertrieb; 4
464; Engin; Eberth; Vertrieb; 6
465; Max; Hölzenbecher; Buchhaltung; 2
466; Jens; Gertz; Produktion; 7
467; Cemil; Binner; Produktion; 5
468; Gülten; Wagenknecht; HR; 3
469; Britt; Rohleder; Consulting; 5
470; Dagmar; Cichorius; HR; 1
471; Zeynep; Dörschner; HR; 4
472; Elma; Matthäi; Vertrieb; 4
473; Semra; Albers; HR; 1
474; Aloisia; Kreusel; Entwicklung; 3
475; Veli; Heinrich; Entwicklung; 5
476; Mariele; Faust; HR; 6
477; Nadia; Rörricht; Produktion; 4
478; Ilija; Röhrdanz; Produktion; 4
479; Leander; Gehringer; Entwicklung; 3
480; Miriam; Börner; Buchhaltung; 3
481; Christiane; Hande; Produktion; 2
482; Kornelia; Ebert; Consulting; 2
483; Ernst; Ring; Produktion; 4
484; Vincent; Kuhl; Produktion; 4
485; Bernd-Dieter; Faust; Produktion; 4
486; Alf; Wulf; Produktion; 3
487; Jozef; Scholz; HR; 6
488; Jiri; Reichmann; Produktion; 2
489; Axel; Kusch; Buchhaltung; 7
490; Erhardt; Reichmann; Produktion; 2
491; Jo; Rörricht; Vertrieb; 3
492; Eckard; Rosemann; Buchhaltung; 1
493; Karolina; Oderwald; Buchhaltung; 2
494; Ferdi; Mende; HR; 2
495; Eckhardt; Eberth; Buchhaltung; 7
496; Claus-Dieter; Heydrich; Consulting; 3
497; Henrike; Juncken; HR; 7
498; Mareen; Kallert; HR; 4
499; Janin; Lange; Vertrieb; 5
500; Stanislav; Schönland; HR; 4
501; Uta; Nohlmans; Buchhaltung; 3
502; Wilhelmine; Schaaf; Produktion; 3
503; Raphaela; Hiller; Vertrieb; 3
504; Walter; Oestrovsky; HR; 2
505; Alfred; Wesack; Produktion; 6
506; Sophie; Hölzenbecher; Buchhaltung; 3
507; Anne-Katrin; Weiß; Consulting; 3
508; Evangelos; Ullrich; Buchhaltung; 1
509; Katharine; Wende; HR; 4
510; Francesca; Börner; Vertrieb; 4
511; Aline; Plath; HR; 2
512; Reinhart; Hübel; Produktion; 5
513; Gertrud; Wilmsen; HR; 4
514; Dan; Schuchhardt; Vertrieb; 3
515; Anna-Lena; Stiffel; Produktion; 6
516; Frithjof; Ackermann; Entwicklung; 2
517; Magret; Gotthard; Consulting; 4
518; Jan-Peter; Flantz; HR; 4
519; Aurelia; Steckel; Entwicklung; 2
520; Vanessa; Schuster; Produktion; 4
521; Melitta; Trub; Buchhaltung; 4
522; Cäcilia; Stiebitz; Entwicklung; 4
523; Rose-Marie; Bonbach; HR; 1
524; Silva; Pruschke; Vertrieb; 6
525; Eleni; Hövel; Entwicklung; 4
526; Lioba; Davids; Vertrieb; 4
527; Hannelore; Gerlach; Vertrieb; 3
528; Pawel; Mosemann; Vertrieb; 1
529; Ramon; Riehl; Buchhaltung; 5
530; Ludmila; Stey; Entwicklung; 4
531; Miroslawa; Heuser; Vertrieb; 4
532; Elena; Lindau; Buchhaltung; 2
533; Waldemar; Hecker; HR; 4
534; Karl-Wilhelm; Löwer; HR; 1
535; Valentine; Hölzenbecher; Consulting; 5
536; Eckehard; Kramer; Vertrieb; 4
537; Yvette; Carsten; HR; 5
538; Cemal; Zahn; HR; 6
539; August; Adolph; Produktion; 5
540; Hans-Albert; Franke; HR; 3
541; Stavros; Riehl; HR; 1
542; Alice; Ehlert; Entwicklung; 6
543; Heiner; Seidel; Buchhaltung; 7
544; Götz; Beyer; Buchhaltung; 4
545; Hüseyin; Thanel; Entwicklung; 1
546; Gundi; Geisler; Buchhaltung; 4
547; Gotthard; van der Dussen; HR; 4
548; Adriana; Karge; Produktion; 4
549; Yilmaz; Heser; HR; 3
550; Jadwiga; Hande; Entwicklung; 4
551; Mustafa; Meyer; Vertrieb; 3
552; Gerard; Mangold; Produktion; 4
553; Heinz-Gerd; Zänker; Vertrieb; 4
554; Cilli; Stroh; Produktion; 4
555; Jacek; Weinhold; HR; 4
556; Maike; Hiller; Vertrieb; 2
557; Hans-Wilhelm; Mans; HR; 1
558; Ignatz; Freudenberger; Produktion; 3
559; Marion; Krebs; Produktion; 4
560; Hans-Dieter; Sontag; Consulting; 3
561; Lara; Pieper; HR; 3
562; Aloisia; Gieß; HR; 2
563; Delia; Kroker; HR; 3
564; Mirja; Bohnbach; HR; 2
565; Karl-Friedrich; Bonbach; Vertrieb; 2
566; Abdullah; Hartung; Produktion; 2
567; Pascal; Schmiedt; Buchhaltung; 3
568; Gitta; Ullrich; Produktion; 5
569; Käthe; Bauer; Produktion; 1
570; Klothilde; Mühle; HR; 3
571; Baptist; Trubin; Vertrieb; 5
572; Edmund; Röhricht; Produktion; 2
573; Eleonora; Pechel; Vertrieb; 2
574; Ehrhard; Adolph; Produktion; 5
575; Swen; Hoffmann; Produktion; 3
576; Stefania; Radisch; Produktion; 4
577; Grit; Klotz; HR; 8
578; Frank-Michael; Schüler; Produktion; 3
579; Yvonne; Benthin; HR; 3
580; Anika; Klingelhöfer; Produktion; 4
581; Adelinde; Adler; Consulting; 4
582; Meinhard; Krein; Produktion; 4
583; Annegret; Koch; Produktion; 4
584; Erica; Dobes; Produktion; 4
585; Gesa; Walter; Vertrieb; 4
586; Volker; Preiß; Vertrieb; 1
587; Balthasar; Fiebig; Consulting; 3
588; Dominic; Heidrich; HR; 6
589; Kazim; Paffrath; Consulting; 3
590; Alban; Hofmann; HR; 3
591; Hendrik; Tlustek; Produktion; 4
592; Maxim; Conradi; HR; 3
593; Leni; Rudolph; HR; 3
594; Gunnar; Blümel; Vertrieb; 2
595; Hans Jörg; Plath; Produktion; 4
596; Eckhart; Klemm; Entwicklung; 4
597; Manja; Geißler; Entwicklung; 10
598; Torben; Löffler; Entwicklung; 6
599; Edeltraud; Rosemann; Entwicklung; 1
600; Xaver; Gnatz; Buchhaltung; 1
601; Valentina; Wesack; Consulting; 3
602; Bernd; Trüb; Produktion; 5
603; Armin; Mosemann; Produktion; 5
604; Angelique; Hamann; HR; 6
605; Marina; Segebahn; Vertrieb; 5
606; Hella; Rose; Entwicklung; 3
607; Jeannine; Buchholz; Produktion; 6
608; Michaele; Boucsein; Vertrieb; 3
609; Anneliese; Hellwig; Produktion; 4
610; Emin; Kraushaar; Buchhaltung; 5
611; Birger; Pergande; Produktion; 3
612; Harold; Seidel; Vertrieb; 4
613; Pavel; Faust; HR; 4
614; Lili; Dörr; Vertrieb; 2
615; Laura; Klingelhöfer; HR; 3
616; Nurten; Zahn; Produktion; 5
617; Erica; Scheuermann; Entwicklung; 5
618; Susann; Etzold; HR; 4
619; Anica; Drewes; HR; 3
620; Sonja; Ernst; Produktion; 3
621; Lorenz; Holzapfel; Produktion; 1
622; Iwona; Säuberlich; Produktion; 4
623; Irmingard; Mosemann; Produktion; 3
624; Paul-Gerhard; Lorch; HR; 8
625; Guntram; Jungfer; Buchhaltung; 5
626; Carolina; Schacht; HR; 4
627; Udo; Weihmann; Vertrieb; 7
628; Rouven; Täsche; Produktion; 3
629; Frederik; Karge; Buchhaltung; 2
630; Sevim; Ziegert; Produktion; 4
631; Serge; Baum; Buchhaltung; 2
632; Karl-Otto; Bolander; Produktion; 7
633; Susan; Binner; Entwicklung; 3
634; Ilse; Weinhold; Entwicklung; 3
635; Friederike; Beier; Produktion; 3
636; Stefania; Mende; Consulting; 1
637; Reinhold; Hörle; Vertrieb; 4
638; Annamaria; Klotz; Entwicklung; 4
639; Emine; Schleich; HR; 3
640; Carla; Hellwig; Produktion; 6
641; Ewald; Heuser; Entwicklung; 6
642; Christos; Reichmann; Buchhaltung; 4
643; Elsa; Schmiedt; Vertrieb; 1
644; Pius; Hiller; Vertrieb; 3
645; Guntram; Bolnbach; HR; 2
646; Steve; Meister; HR; 2
647; Elfriede; Haase; Produktion; 3
648; Cristina; Freudenberger; Buchhaltung; 1
649; Elly; Pruschke; Vertrieb; 1
650; Norma; Stadelmann; Vertrieb; 4
651; Ariane; Stey; HR; 3
652; Josefa; Warmer; Consulting; 3
653; Willi; Boucsein; Consulting; 6
654; Imre; Gude; HR; 7
655; Jessika; Kühnert; Produktion; 1
656; Sonia; Lindner; Entwicklung; 2
657; Zofia; Bloch; HR; 5
658; Siegrid; Zimmer; Produktion; 3
659; Isabel; Röhricht; Entwicklung; 2
660; Simona; Koch II; Consulting; 4
661; Antoinette; Pieper; HR; 4
662; Detlev; Paffrath; Buchhaltung; 4
663; Ron; Pechel; HR; 3
